player_id,names,role,batting_style,bowling_style,image,batting_last_3_avg,batting_last_5_avg,batting_last_10_avg,batting_last_20_avg,batting_all_matches_avg,bowling_last_3_avg,bowling_last_5_avg,bowling_last_10_avg,bowling_last_20_avg,bowling_all_matches_avg,fielding_last_3_avg,fielding_last_5_avg,fielding_last_10_avg,fielding_last_20_avg,fielding_all_matches_avg
7d7ab238,Mark Gillespie,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156150/mark-gillespie.jpg,,,,,,,,,,,,,,,
7d7ab238,M Gillespie,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156150/mark-gillespie.jpg,,,,,,,,,,,,,,,
cd263875,Mervyn Harvey,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/merv-harvey.jpg,,,,,,,,,,,,,,,
cd263875,Merv Harvey,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/merv-harvey.jpg,,,,,,,,,,,,,,,
fcf1f139,Michael Veletta,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mike-veletta.jpg,,,,,,,,,,,,,,,
fcf1f139,Mike Veletta,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mike-veletta.jpg,,,,,,,,,,,,,,,
1252f71a,M Watt,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244687/mark-watt.jpg,,,,,,,,,,,,,,,
3d8feaf8,Mitchell Marsh,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352452/mitchell-marsh.jpg,18.666666666666668,17.4,25.2,28.15,20.166666666666668,6.333333333333333,2.6,26.0,22.25,23.69047619047619,0.0,1.6,2.4,1.2,2.0476190476190474
3d8feaf8,M Marsh,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352452/mitchell-marsh.jpg,18.666666666666668,17.4,25.2,28.15,20.166666666666668,6.333333333333333,2.6,26.0,22.25,23.69047619047619,0.0,1.6,2.4,1.2,2.0476190476190474
89ee5191,M Meshram,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153370/mona-meshram.jpg,,,,,,,,,,,,,,,
b082d112,M Quinn,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/matthew-quinn.jpg,,,,,,,,,,,,,,,
b082d112,Quinn,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/matthew-quinn.jpg,,,,,,,,,,,,,,,
4bd33839,Mark Ramprakash,,,,,,,,,,,,,,,,,,,
af7f15f3,M R Raut,,,,,,,,,,,,,,,,,,,
af7f15f3,Mohit Raut,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mohit-raut.jpg,,,,,,,,,,,,,,,
ce7f06a3,Madhusudan Rege,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/madhusudan-rege.jpg,,,,,,,,,,,,,,,
a75a78eb,M Swart,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155963/michael-swart.jpg,,,,,,,,,,,,,,,
34c7c76c,Michael Whitney,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mike-whitney.jpg,,,,,,,,,,,,,,,
34c7c76c,Mike Whitney,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mike-whitney.jpg,,,,,,,,,,,,,,,
c133943b,M S Akhil,,,,,,,,,,,,,,,,,,,
c133943b,Sajeevan Akhil,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/sajeevan-akhil.jpg,,,,,,,,,,,,,,,
f5ba4611,Matija Sarenac,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/matija-sarenac.jpg,,,,,,,,,,,,,,,
8a686d30,Marvan Atapattu,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155577/marvan-atapattu.jpg,,,,,,,,,,,,,,,
35cdede8,Mark Savage,,,,,,,,,,,,,,,,,,,
e96801ea,M S Bhandage,Batting Allrounder,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/manoj-bhandage.jpg,,,,,,,,,,,,,,,
e96801ea,Manoj Bhandage,Batting Allrounder,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/manoj-bhandage.jpg,,,,,,,,,,,,,,,
5afd4539,M Bisla,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/manvinder-bisla.jpg,16.0,13.4,13.9,24.95,25.35897435897436,0.0,0.0,0.0,0.0,0.0,9.333333333333334,8.0,7.0,6.0,5.743589743589744
7fa12533,Mark Chapman,Batsman,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c351807/mark-chapman.jpg,,,,,,,,,,,,,,,
7fa12533,M Chapman,Batsman,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c351807/mark-chapman.jpg,,,,,,,,,,,,,,,
fd094249,MH Sclanders,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/michael-sclanders.jpg,,,,,,,,,,,,,,,
f0a0204e,Mason Crane,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mason-crane.jpg,,,,,,,,,,,,,,,
f0a0204e,M Crane,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mason-crane.jpg,,,,,,,,,,,,,,,
4a8a2e3b,M S Dhoni,WK-Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c170677/ms-dhoni.jpg,25.0,18.0,16.9,13.3,25.76425855513308,0.0,0.0,0.0,0.0,0.0,5.333333333333333,6.4,4.8,4.7,5.93916349809886
ae78bc32,Manpreet Singh Grewal,WK-Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/manpreet-singh.jpg,1.0,0.2,6.1,3.15,2.7954545454545454,-4.0,9.2,19.1,19.45,24.88636363636364,0.0,0.0,0.8,0.8,1.0
ae78bc32,M Gony,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/manpreet-gony.jpg,1.0,0.2,6.1,3.15,2.7954545454545454,-4.0,9.2,19.1,19.45,24.88636363636364,0.0,0.0,0.8,0.8,1.0
5ef3c310,Shahbaz Butt,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shaheryar-butt.jpg,,,,,,,,,,,,,,,
7dcb9bc9,Shahrukh Khan,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226465/shahrukh-khan.jpg,46.333333333333336,31.8,24.3,18.4,17.6,0.0,0.0,0.0,0.0,0.0,12.0,10.4,5.2,5.9,4.35
7dcb9bc9,S Khan,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352424/shadab-khan.jpg,46.333333333333336,31.8,24.3,18.4,17.6,0.0,0.0,0.0,0.0,0.0,12.0,10.4,5.2,5.9,4.35
6c6c4f18,Manohar Hardikar,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/manohar-hardikar.jpg,,,,,,,,,,,,,,,
9e85455c,M Harris,WK-Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244950/mohammad-haris.jpg,,,,,,,,,,,,,,,
9e85455c,Marcus Harris,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c332918/marcus-harris.jpg,,,,,,,,,,,,,,,
cb2d58e4,Mordecai Sherwin,Batsman,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mordecai-sherwin.jpg,,,,,,,,,,,,,,,
d851756a,M S Hooda,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244970/deepak-hooda.jpg,,,,,,,,,,,,,,,
d851756a,Mohit Hooda,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mohit-hooda.jpg,,,,,,,,,,,,,,,
6766ca00,Milton Shumba,Batsman,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244707/milton-shumba.jpg,,,,,,,,,,,,,,,
8d0ea930,Michael Kasprowicz,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154365/michael-kasprowicz.jpg,,,,,,,,,,,,,,,
f073407e,MS George,Bowling Allrounder,Right Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/katie-george.jpg,,,,,,,,,,,,,,,
3fde7cfc,Mannava Prasad,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mannava-prasad.jpg,,,,,,,,,,,,,,,
4bd68092,Morris Nichols,Batsman,Left Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/morris-nichols.jpg,,,,,,,,,,,,,,,
4bd68092,Stan Nichols,Batsman,Left Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/morris-nichols.jpg,,,,,,,,,,,,,,,
5a37ec26,Monty Panesar,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157466/monty-panesar.jpg,,,,,,,,,,,,,,,
5a37ec26,M Panesar,Bowler,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157466/monty-panesar.jpg,,,,,,,,,,,,,,,
270e4c23,M Pepper,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/michael-kyle-pepper.jpg,,,,,,,,,,,,,,,
5fb8135c,Rees,Bowler,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c578436/reece-topley.jpg,,,,,,,,,,,,,,,
9fa93dcd,M S S Hussain,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244923/mosaddek-hossain.jpg,,,,,,,,,,,,,,,
9fa93dcd,Shahbaz Hussain,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shahbaz-hussain.jpg,,,,,,,,,,,,,,,
1b668884,Matthew Sinclair,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mathew-sinclair.jpg,,,,,,,,,,,,,,,
f57d5dbb,Molly Strano,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c180277/molly-strano.jpg,,,,,,,,,,,,,,,
afa7e784,Matthew Wade,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244799/matthew-wade.jpg,4.666666666666667,15.8,15.7,14.266666666666667,14.266666666666667,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.6,3.8,4.933333333333334,4.933333333333334
afa7e784,M Wade,WK-Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c244799/matthew-wade.jpg,4.666666666666667,15.8,15.7,14.266666666666667,14.266666666666667,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.6,3.8,4.933333333333334,4.933333333333334
5efa8af3,Muhamad Syahadat,Batting Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/muhamad-syahadat.jpg,,,,,,,,,,,,,,,
aed55673,Michael Chinouya,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/michael-chinouya.jpg,,,,,,,,,,,,,,,
d74d1090,M Waller,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c148320/malcolm-waller.jpg,,,,,,,,,,,,,,,
d74d1090,Waller,,,,,,,,,,,,,,,,,,,
f78fd6e5,Matthew Elliott,Batsman,Left Handed Bat,Left-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/matthew-elliott.jpg,,,,,,,,,,,,,,,
218d4d78,Matt Renshaw,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c332920/matt-renshaw.jpg,,,,,,,,,,,,,,,
218d4d78,M Renshaw,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c332920/matt-renshaw.jpg,,,,,,,,,,,,,,,
218d4d78,Renshaw,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c332920/matt-renshaw.jpg,,,,,,,,,,,,,,,
218d4d78,Matthew Renshaw,Batsman,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c332920/matt-renshaw.jpg,,,,,,,,,,,,,,,
903560ed,Steketee,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154349/mark-steketee.jpg,,,,,,,,,,,,,,,
903560ed,Mark Steketee,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154349/mark-steketee.jpg,,,,,,,,,,,,,,,
37312a74,M Bukhari,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c155941/mudassar-bukhari.jpg,,,,,,,,,,,,,,,
fd716c26,Mufasir-Ul-Haq,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mufasir-ul-haq.jpg,,,,,,,,,,,,,,,
fd716c26,Mufassir-ul-Haq,Batsman,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mufasir-ul-haq.jpg,,,,,,,,,,,,,,,
f45e828c,Mughavi,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mughavi-wotsa.jpg,,,,,,,,,,,,,,,
1574f3fe,Mohammad Faizan,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/muhammad-faizan.jpg,,,,,,,,,,,,,,,
bde2d0ea,Javed Malik,,,,,,,,,,,,,,,,,,,
bde2d0ea,Mohammad Javed,Bowler,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mohammad-javed.jpg,,,,,,,,,,,,,,,
ff86a0e1,M Kaleem,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/muhammad-kaleem.jpg,,,,,,,,,,,,,,,
e7458e4b,Kashif Sharif,,,,,,,,,,,,,,,,,,,
9b8a3c39,M Musa,Bowler,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156772/muhammad-musa.jpg,,,,,,,,,,,,,,,
9b8a3c39,Musa Khan,,,,,,,,,,,,,,,,,,,
e2f7d34b,Mohamed Naeem,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mohammad-naim.jpg,,,,,,,,,,,,,,,
2a13e6b1,Shoaib Ahmed,Bowler,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/shoaib-ahmed.jpg,,,,,,,,,,,,,,,
45642393,Mohammad Usman,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156416/muhammad-usman.jpg,,,,,,,,,,,,,,,
45642393,M Usman,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156416/muhammad-usman.jpg,,,,,,,,,,,,,,,
7d92277a,Mujeeb Zadran,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352446/mujeeb-ur-rahman.jpg,0.6666666666666666,-0.4,-0.2,0.4210526315789473,0.4210526315789473,16.0,8.4,16.7,28.84210526315789,28.84210526315789,0.0,1.6,2.0,1.4736842105263157,1.4736842105263157
7d92277a,M Ur Rahman,Bowler,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c352446/mujeeb-ur-rahman.jpg,0.6666666666666666,-0.4,-0.2,0.4210526315789473,0.4210526315789473,16.0,8.4,16.7,28.84210526315789,28.84210526315789,0.0,1.6,2.0,1.4736842105263157,1.4736842105263157
765a4731,M G Choudhary,,,,,0.0,1.0,0.5,0.5,0.5,-0.6666666666666666,30.6,38.1,31.428571428571427,31.428571428571427,0.0,0.0,2.4,1.7142857142857142,1.7142857142857142
86fdf668,M Ali,Batting Allrounder,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577868/moeen-ali.jpg,,,,,,,,,,,,,,,
04029c44,M Dar,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/manzoor-dar.jpg,,,,,,,,,,,,,,,
712bbd92,M Khatun,Batsman,Left Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c255057/murshida-khatun.jpg,,,,,,,,,,,,,,,
f8fb7e7b,Mussadiq Ahmed,,,,,,,,,,,,,,,,,,,
a94e08ea,M Rahim,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c351908/mushfiqur-rahim.jpg,,,,,,,,,,,,,,,
0a8fce53,M Rahman,Bowler,Left Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c351909/mustafizur-rahman.jpg,0.0,0.0,0.0,0.1,0.1929824561403508,29.0,25.8,36.4,32.3,33.68421052631579,0.0,1.6,0.8,0.8,0.7017543859649122
7d6ce83f,Uwase Merveille,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/merveille-uwase.jpg,,,,,,,,,,,,,,,
46e4a4e0,MB van Buuren,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mitchell-van-buuren.jpg,,,,,,,,,,,,,,,
46e4a4e0,Mitchell Van Buuren,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mitchell-van-buuren.jpg,,,,,,,,,,,,,,,
f407e354,Martin van Jaarsveld,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157566/martin-van-jaarsveld.jpg,,,,,,,,,,,,,,,
f3cb53a1,Mark Boucher,WK-Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157815/mark-boucher.jpg,2.0,1.6,2.7,7.95,15.806451612903226,0.0,0.0,0.0,0.0,0.0,4.666666666666667,2.8,4.4,5.5,4.967741935483871
f3cb53a1,M Boucher,WK-Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157815/mark-boucher.jpg,2.0,1.6,2.7,7.95,15.806451612903226,0.0,0.0,0.0,0.0,0.0,4.666666666666667,2.8,4.4,5.5,4.967741935483871
1d904708,Margasaghayam Venkataramana,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/margashayam-venkataramana.jpg,,,,,,,,,,,,,,,
1d904708,Margashayam Venkataramana,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/margashayam-venkataramana.jpg,,,,,,,,,,,,,,,
4b57e452,Murali Vijay,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153931/murali-vijay.jpg,11.333333333333334,22.0,29.4,34.85,31.22641509433962,0.0,0.0,0.0,0.0,0.0377358490566037,0.0,1.6,0.8,1.2,3.679245283018868
d7561b77,Mahendra Nagamootoo,Batsman,Left Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mahendra-nagamootoo.jpg,,,,,,,,,,,,,,,
c916125f,Madireddy Narasimha Rao,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bobjee-narasimha-rao.jpg,,,,,,,,,,,,,,,
c916125f,Bobjee Narasimha Rao,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/bobjee-narasimha-rao.jpg,,,,,,,,,,,,,,,
c03e2850,Manan Vohra,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c226514/manan-vohra.jpg,13.0,12.8,15.7,19.4,24.732142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.9642857142857144
5eef2118,Vishwa Fernando,Bowler,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c165706/vishwa-fernando.jpg,,,,,,,,,,,,,,,
5eef2118,V Fernando,Bowler,Right Handed Bat,Left-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c165706/vishwa-fernando.jpg,,,,,,,,,,,,,,,
0c00286e,Vumiliya Margueritte,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/margueritte-vumiliya.jpg,,,,,,,,,,,,,,,
2e4f11e9,M Waldron,WK-Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c254883/mary-waldron.jpg,,,,,,,,,,,,,,,
1bd5d6d4,Michael Watkinson,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153275/mike-watkinson.jpg,,,,,,,,,,,,,,,
1bd5d6d4,Mike Watkinson,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153275/mike-watkinson.jpg,,,,,,,,,,,,,,,
6d991798,William Booth,,,,,,,,,,,,,,,,,,,
6d991798,Major Booth,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/major-booth.jpg,,,,,,,,,,,,,,,
93c1023a,Mike Gatting,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mike-gatting.jpg,,,,,,,,,,,,,,,
03ae720f,Murray Goodwin,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153351/murray-goodwin.jpg,,,,,,,,,,,,,,,
47dc9794,MWG Harvey,Batsman,Left Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mackenzie-harvey.jpg,,,,,,,,,,,,,,,
8c7d6cbe,M Machan,Batting Allrounder,Left Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/matt-machan.jpg,,,,,,,,,,,,,,,
19708692,M Parkinson,Bowler,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c180930/matthew-parkinson.jpg,,,,,,,,,,,,,,,
6a2fadd0,M Pillans,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157368/mathew-pillans.jpg,,,,,,,,,,,,,,,
e944c92c,Mark Priest,Batsman,Left Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mark-priest.jpg,,,,,,,,,,,,,,,
de7e6039,Meyrick Pringle,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/meyrick-pringle.jpg,,,,,,,,,,,,,,,
bd920a2c,MB Wright,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/macalister-wright.jpg,,,,,,,,,,,,,,,
bd920a2c,Mac Wright,Batsman,Right Handed Bat,Right-arm legbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/macalister-wright.jpg,,,,,,,,,,,,,,,
a70162e8,Mark Rushmere,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c154025/mark-rushmere.jpg,,,,,,,,,,,,,,,
a90e53ec,M Short,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577644/matthew-short.jpg,18.0,30.6,22.0,22.0,22.0,0.0,0.8,0.5714285714285714,0.5714285714285714,0.5714285714285714,5.333333333333333,4.8,5.714285714285714,5.714285714285714,5.714285714285714
a90e53ec,Matt Short,Batsman,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c577644/matthew-short.jpg,18.0,30.6,22.0,22.0,22.0,0.0,0.8,0.5714285714285714,0.5714285714285714,0.5714285714285714,5.333333333333333,4.8,5.714285714285714,5.714285714285714,5.714285714285714
d3671603,Morris Sievers,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/morris-sievers.jpg,,,,,,,,,,,,,,,
236c8ffb,Snedden,,,,,,,,,,,,,,,,,,,
993f8a85,Maurice Tate,Batsman,Right Handed Bat,,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/maurice-tate.jpg,,,,,,,,,,,,,,,
08cb0856,Michael Selvey,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mike-selvey.jpg,,,,,,,,,,,,,,,
08cb0856,Mike Selvey,Batsman,Right Handed Bat,Right-arm fast-medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/mike-selvey.jpg,,,,,,,,,,,,,,,
9b75e4f1,Monde Zondeki,Bowler,Right Handed Bat,Right-arm fast,https://static.cricbuzz.com/a/img/v1/152x152/i1/c157819/monde-zondeki.jpg,,,,,,,,,,,,,,,
455a7563,Tempol,Batsman,Right Handed Bat,Right-arm medium,https://static.cricbuzz.com/a/img/v1/152x152/i1/c182026/nabam-tempol.jpg,,,,,,,,,,,,,,,
023f6b02,N Ahmed,Bowler,Right Handed Bat,Left-arm orthodox,https://static.cricbuzz.com/a/img/v1/152x152/i1/c153406/nadeem-ahmed.jpg,,,,,,,,,,,,,,,
02e83ac5,N Islam,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,https://static.cricbuzz.com/a/img/v1/152x152/i1/c156219/naeem-islam.jpg,,,,,,,,,,,,,,,
